participantID,instanceName,seqBall,responseTimeUrn,responseTimeColour,age,sex,probSubject,bayesFamaliar,bayesInExp,uA_r,uB_r,cB_r,cW_r,cP_r,cG_r,uC_r,uD_r,urns,colours,uA_c,uB_c,cB_c,cW_c,cP_c,cG_c,uC_c,uD_c,uA_s,uB_s,uC_s,uD_s,cB_s,cW_s,cP_s,cG_s,diff_uA,diff_uB,diff_uC,diff_uD,diff_cB,diff_cW,diff_cP,diff_cG,JSD_U_rc,JSD_C_rc,JSD_U_rs,JSD_C_rs,DQ_U_o,DQ_C_o,DQ_U_s,DQ_C_s,EWCC_u,MDCC_u,CC_u,EWCC_c,MDCC_c,CC_c,ACC_u,ACC_c,AEWCC_u,AEWCC_c,AMDCC_u,AMDCC_c,DV_seqBall_1,DV_seqBall_2,DV_seqBall_3
18,17,3,28.14917,20.33252,24,Male,No,Yes,Never,13.0,27.0,23.0,20.0,27.0,30.0,28.0,32.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,6.0,22.0,28.000000000000004,44.0,22.0,24.0,26.0,28.000000000000004,8.0,0.0,13.0,21.0,5.0,4.0,1.0,2.0,0.21584917887271166,0.06179689650165189,0.135019342870764,0.04135644243719202,0.7841508211272883,0.9382031034983481,0.864980657129236,0.958643557562808,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
19,17,1,26.7832031,35.43335,30,Female,Yes,Yes,Never,10.0,20.0,5.0,15.0,35.0,45.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,15.0,7.0,6.9999999999999964,15.0,0.0,0.23080068554691258,0.0,0.23080068554691258,1.0,0.7691993144530874,1.0,0.7691993144530874,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
19,17,2,46.4997559,39.916748,30,Female,Yes,Yes,Never,15.0,25.0,5.0,20.0,35.0,40.0,30.0,30.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,23.0,24.0,27.0,28.000000000000004,0.9999999999999982,11.0,15.999999999999998,6.0,18.0,7.0,12.0,13.0,0.17538967741477482,0.2591864148800094,0.17538967741477482,0.2395923938136113,0.8246103225852252,0.7408135851199906,0.8246103225852252,0.7604076061863887,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
19,17,3,17.0,25.0834961,30,Female,Yes,Yes,Never,10.0,25.0,5.0,20.0,30.0,45.0,30.0,35.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,5.0,18.0,33.0,44.0,21.0,23.0,27.0,28.999999999999996,5.0,2.0,15.0,18.0,13.0,4.0,4.0,13.0,0.19535172332253475,0.19603745575944315,0.12032329660202414,0.2282237375062277,0.8046482766774652,0.8039625442405569,0.8796767033979759,0.7717762624937723,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
20,17,1,28.2333984,294.8335,20,Female,No,Yes,Never,10.0,20.0,20.0,22.0,28.0,30.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
20,17,2,192.4331,224.250488,20,Female,No,Yes,Never,20.0,30.0,24.0,26.0,24.0,26.0,20.0,30.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,24.0,26.0,24.0,26.0,5.999999999999998,6.0,5.999999999999998,6.0,1.0,1.0,1.0,1.0,0.1077868380908843,0.017017671991955384,0.1077868380908843,0.0,0.8922131619091157,0.9829823280080446,0.8922131619091157,1.0,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
20,17,3,112.083984,90.69971,20,Female,No,Yes,Never,16.0,24.0,22.0,24.0,26.0,28.0,26.0,34.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,8.0,23.0,23.0,46.0,22.0,24.0,26.0,28.000000000000004,11.0,3.0,11.0,19.0,4.0,0.0,0.0,4.0,0.2198970293482205,0.0490675005267973,0.13061705956616032,0.0,0.7801029706517795,0.9509324994732027,0.8693829404338397,1.0,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
21,17,1,56.03369,103.4834,18,Female,No,No,Not Applicable,10.0,20.0,10.0,15.0,35.0,40.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,10.0,7.0,6.9999999999999964,10.0,0.0,0.15824733334304394,0.0,0.15824733334304394,1.0,0.841752666656956,1.0,0.841752666656956,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
21,17,2,99.40039,111.6333,18,Female,No,No,Not Applicable,20.0,30.0,30.0,20.0,30.0,20.0,20.0,30.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,24.0,26.0,24.0,26.0,5.999999999999998,6.0,5.999999999999998,6.0,7.0,7.0,7.0,7.0,0.1077868380908843,0.11931920185071812,0.1077868380908843,0.10237369581728702,0.8922131619091157,0.8806807981492819,0.8922131619091157,0.8976263041827129,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
21,17,3,109.150391,46.699707,18,Female,No,No,Not Applicable,10.0,30.0,10.0,20.0,30.0,40.0,20.0,40.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,8.0,23.0,23.0,46.0,21.0,25.0,25.0,28.999999999999996,5.0,3.0,5.0,13.0,8.0,4.0,4.0,8.0,0.12592985749138141,0.117971658642709,0.08008735834182201,0.1561755745592487,0.8740701425086186,0.882028341357291,0.919912641658178,0.8438244254407513,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
22,17,1,123.4834,64.4668,25,Female,No,Yes,Sometimes,10.0,18.0,45.0,35.0,15.0,5.0,35.0,37.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,21.0,28.999999999999996,30.0,0.0,2.0,5.0,3.0,25.0,13.0,13.000000000000004,25.0,0.04679832890129223,0.36364184873723066,0.04679832890129223,0.3689919277188857,0.9532016710987078,0.6363581512627694,0.9532016710987078,0.6310080722811142,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
22,17,2,87.51709,78.1333,25,Female,No,Yes,Sometimes,20.0,55.0,40.0,26.0,32.0,2.0,5.0,20.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,34.0,17.0,35.0,28.000000000000004,33.0,18.0,23.0,5.999999999999998,19.0,9.000000000000002,16.0,17.0,1.0,9.0,25.0,0.22579348068533933,0.3386124568567482,0.24853305722818247,0.31448001150347876,0.7742065193146607,0.6613875431432519,0.7514669427718175,0.6855199884965213,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
22,17,3,74.7832,75.36719,25,Female,No,Yes,Sometimes,0.0,21.0,22.0,50.0,8.0,20.0,38.0,41.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,9.0,49.0,7.000000000000001,36.0,18.0,20.0,30.0,32.0,5.0,6.0,23.0,12.0,4.0,26.0,18.0,12.0,0.26547422642113194,0.2852610638832145,0.41420304580064143,0.3291789099610823,0.7345257735788681,0.7147389361167855,0.5857969541993586,0.6708210900389178,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
24,17,1,15.0332031,20.8999023,32,Male,Yes,No,Never,10.0,20.0,12.0,22.0,33.0,33.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,8.0,0.0,4.9999999999999964,3.0,0.0,0.09636302968713444,0.0,0.09636302968713444,1.0,0.9036369703128656,1.0,0.9036369703128656,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
24,17,2,19.75,38.7167969,32,Male,Yes,No,Never,30.0,40.0,50.0,25.0,25.0,0.0,10.0,20.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,28.000000000000004,30.0,20.0,22.0,15.999999999999998,4.0,4.000000000000002,16.0,27.0,2.0,2.0,27.0,0.20339327099910604,0.4152900994384237,0.20339327099910604,0.36923765999110364,0.796606729000894,0.5847099005615763,0.796606729000894,0.6307623400088964,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
24,17,3,37.25,64.5,32,Male,Yes,No,Never,0.0,40.0,15.0,15.0,40.0,30.0,10.0,50.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,14.000000000000002,36.0,14.000000000000002,36.0,19.0,27.0,23.0,31.0,5.0,13.0,5.0,3.0,3.0,9.0,14.0,2.0,0.19519714409520655,0.13989043303318724,0.28536313096085686,0.17621683129175747,0.8048028559047935,0.8601095669668127,0.7146368690391431,0.8237831687082425,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
25,17,1,12.7333984,30.7167969,29,Male,Yes,Yes,Sometimes,10.0,20.0,10.0,20.0,30.0,40.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,10.0,2.0,1.9999999999999964,10.0,0.0,0.13423187355276034,0.0,0.13423187355276034,1.0,0.8657681264472397,1.0,0.8657681264472397,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
25,17,2,21.11621,40.90039,29,Male,Yes,Yes,Sometimes,30.0,40.0,25.0,45.0,5.0,25.0,10.0,20.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,28.000000000000004,30.0,20.0,22.0,15.999999999999998,4.0,4.000000000000002,16.0,2.0,18.0,18.0,2.0,0.20339327099910604,0.24941943683328507,0.20339327099910604,0.216694322022832,0.796606729000894,0.750580563166715,0.796606729000894,0.783305677977168,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
25,17,3,83.16699,48.0,29,Male,Yes,Yes,Sometimes,15.0,35.0,15.0,35.0,15.0,35.0,15.0,35.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,14.000000000000002,36.0,14.000000000000002,36.0,23.0,27.0,23.0,27.0,10.0,8.0,0.0,18.0,3.0,11.0,11.0,3.0,0.18968186079801858,0.14030605774789634,0.01871874579112713,0.14038288072567964,0.8103181392019814,0.8596939422521037,0.9812812542088729,0.8596171192743204,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
26,17,1,111.4834,64.3334961,29,Female,No,No,Not Applicable,10.0,20.0,10.0,20.0,30.0,40.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,10.0,2.0,1.9999999999999964,10.0,0.0,0.13423187355276034,0.0,0.13423187355276034,1.0,0.8657681264472397,1.0,0.8657681264472397,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
26,17,2,42.1167,30.7333984,29,Female,No,No,Not Applicable,30.0,40.0,30.0,40.0,10.0,20.0,10.0,20.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,28.000000000000004,30.0,20.0,22.0,15.999999999999998,4.0,4.000000000000002,16.0,7.0,13.0,13.0,7.0,0.20339327099910604,0.18776338548320043,0.20339327099910604,0.13423187355276034,0.796606729000894,0.8122366145167996,0.796606729000894,0.8657681264472397,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
26,17,3,102.400391,29.73291,29,Female,No,No,Not Applicable,6.0,13.0,10.0,20.0,30.0,40.0,19.0,62.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,14.000000000000002,36.0,14.000000000000002,36.0,16.0,21.0,28.999999999999996,34.0,1.0,14.0,4.0,9.0,8.0,4.0,4.0,8.0,0.15041720873596678,0.117971658642709,0.283380559844206,0.08333612722088984,0.8495827912640332,0.882028341357291,0.7166194401557939,0.9166638727791101,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
27,17,1,25.300293,139.083008,25,Male,Yes,Yes,Sometimes,10.0,20.0,14.0,23.0,28.0,35.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,6.0,1.0,3.552713678800501e-15,5.0,0.0,0.07285400068007543,0.0,0.07285400068007543,1.0,0.9271459993199246,1.0,0.9271459993199246,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
27,17,2,161.1665,53.9834,25,Male,Yes,Yes,Sometimes,17.0,30.0,16.0,26.0,26.0,32.0,21.0,32.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,23.0,26.0,24.0,27.0,2.9999999999999982,6.0,6.999999999999998,4.0,7.0,1.0,3.0,5.0,0.09461272830800169,0.08256656518578198,0.09461272830800169,0.07984310552541539,0.9053872716919983,0.917433434814218,0.9053872716919983,0.9201568944745846,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
27,17,3,68.9160156,73.3505859,25,Male,Yes,Yes,Sometimes,14.0,31.0,14.0,28.0,24.0,34.0,19.0,36.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,6.0,22.0,24.0,48.0,22.0,26.0,24.0,28.000000000000004,9.0,4.0,4.0,17.0,4.0,4.0,2.0,2.0,0.1746165937938103,0.058533723247606625,0.1603613739218206,0.09397108639086675,0.8253834062061897,0.9414662767523934,0.8396386260781794,0.9060289136091333,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
28,17,1,53.6665039,177.7334,26,Female,No,No,Not Applicable,15.0,15.0,13.0,15.0,30.0,42.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,5.0,5.0,0.0,0.0,7.0,7.0,1.9999999999999964,12.0,0.07884321078680423,0.1330330748388524,0.07884321078680423,0.1330330748388524,0.9211567892131958,0.8669669251611476,0.9211567892131958,0.8669669251611476,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
28,17,2,39.01709,89.7832,26,Female,No,No,Not Applicable,10.0,35.0,13.0,35.0,17.0,35.0,20.0,35.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,21.0,28.000000000000004,14.000000000000002,37.0,22.0,26.0,24.0,28.000000000000004,4.000000000000002,1.0,5.999999999999998,1.0,10.0,8.0,6.0,8.0,0.07972654403471247,0.14448883318957995,0.1457385271122071,0.14279725812495767,0.9202734559652875,0.85551116681042,0.8542614728877929,0.8572027418750423,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
28,17,3,50.3500977,147.2666,26,Female,No,No,Not Applicable,10.0,25.0,17.0,22.0,22.0,39.0,10.0,55.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,4.0,25.0,21.0,50.0,19.0,25.0,25.0,31.0,5.0,2.0,5.0,2.0,1.0,2.0,4.0,7.0,0.10084685640395925,0.064137651996233,0.15757518242019047,0.0713302399867414,0.8991531435960407,0.935862348003767,0.8424248175798095,0.9286697600132586,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
29,17,1,29.84961,36.75,25,Female,Yes,No,Never,10.0,20.0,25.0,25.0,25.0,25.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0000000000000036,5.0,0.0,0.07038105113304893,0.0,0.07038105113304893,1.0,0.9296189488669511,1.0,0.9296189488669511,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
29,17,2,26.0664063,28.2666016,25,Female,Yes,No,Never,30.0,40.0,28.0,22.0,28.0,22.0,10.0,20.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,28.000000000000004,30.0,20.0,22.0,15.999999999999998,4.0,4.000000000000002,16.0,5.0,5.0,5.0,5.0,0.20339327099910604,0.0850203606888922,0.20339327099910604,0.09637551078162865,0.796606729000894,0.9149796393111078,0.796606729000894,0.9036244892183714,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
29,17,3,75.1494141,73.9834,25,Female,Yes,No,Never,10.0,30.0,32.0,24.0,32.0,12.0,22.0,38.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,14.000000000000002,36.0,14.000000000000002,36.0,21.0,25.0,25.0,28.999999999999996,5.0,3.0,7.0,15.0,14.0,0.0,6.0,20.0,0.1430438651072323,0.22493259301518967,0.10510273203000428,0.19412167320426818,0.8569561348927677,0.7750674069848104,0.8948972679699957,0.8058783267957318,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
30,17,1,26.9833984,180.783691,21,Male,Yes,Yes,Never,10.0,20.0,20.0,22.0,28.0,30.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
30,17,2,47.2334,42.3334961,21,Male,Yes,Yes,Never,15.0,27.0,15.0,30.0,20.0,35.0,23.0,35.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,22.0,25.0,25.0,28.000000000000004,0.9999999999999982,9.0,8.999999999999998,1.0,8.0,3.0,3.0,8.0,0.11315445073191006,0.10573049168123863,0.11315445073191006,0.10614150748214786,0.8868455492680899,0.8942695083187614,0.8868455492680899,0.8938584925178521,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
30,17,3,42.5834961,35.3164063,21,Male,Yes,Yes,Never,10.0,23.0,11.0,33.0,17.0,39.0,27.0,40.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,5.0,19.0,25.0,50.0,20.0,23.0,27.0,30.0,5.0,4.0,12.0,13.0,7.0,9.0,9.0,7.0,0.16247720976035382,0.14366422123388864,0.10881738670038245,0.1689724222986809,0.8375227902396462,0.8563357787661113,0.8911826132996176,0.8310275777013191,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
31,17,1,18.2832031,91.5839844,22,Male,No,Yes,Sometimes,10.0,20.0,20.0,22.0,28.0,30.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
31,17,2,26.84961,128.400391,22,Male,No,Yes,Sometimes,13.0,25.0,21.0,24.0,29.0,26.0,25.0,37.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,21.0,24.0,26.0,28.999999999999996,1.0000000000000018,11.0,10.999999999999998,1.0,2.0,3.0,6.0,1.0,0.1368213943556036,0.05945962603758454,0.1368213943556036,0.0343652857563712,0.8631786056443964,0.9405403739624154,0.8631786056443964,0.9656347142436288,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
31,17,3,44.2998047,58.9834,22,Male,No,Yes,Sometimes,5.0,20.0,22.0,22.0,35.0,21.0,30.0,45.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,5.0,17.0,26.0,52.0,19.0,22.0,28.999999999999996,32.0,0.0,7.0,15.0,8.0,4.0,2.0,9.0,11.0,0.15657497562277384,0.12190180370084609,0.061099900222944925,0.10460717692835668,0.8434250243772261,0.8780981962991539,0.9389000997770551,0.8953928230716434,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
32,17,1,35.4169922,134.8501,29,Male,Yes,Yes,Sometimes,10.0,20.0,20.0,22.0,28.0,30.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,0.0,0.0,3.552713678800501e-15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
32,17,2,118.816406,102.583496,29,Male,Yes,Yes,Sometimes,20.0,30.0,24.0,26.0,25.0,25.0,20.0,30.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,24.0,26.0,24.0,26.0,5.999999999999998,6.0,5.999999999999998,6.0,1.0,1.0,2.0,2.0,0.1077868380908843,0.026887894535596764,0.1077868380908843,0.0120140283670586,0.8922131619091157,0.9731121054644032,0.8922131619091157,0.9879859716329414,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
32,17,3,198.1167,85.05029,29,Male,Yes,Yes,Sometimes,16.0,26.0,15.0,28.0,22.0,35.0,23.0,35.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,8.0,23.0,23.0,46.0,22.0,24.0,26.0,28.000000000000004,11.0,1.0,8.0,18.0,3.0,4.0,4.0,3.0,0.2035108276202938,0.06151559120746741,0.12598374141270274,0.09965412647568829,0.7964891723797062,0.9384844087925326,0.8740162585872973,0.9003458735243117,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
33,17,1,18.86621,29.25,22,Female,No,No,Not Applicable,10.0,20.0,10.0,20.0,30.0,40.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,10.0,2.0,1.9999999999999964,10.0,0.0,0.13423187355276034,0.0,0.13423187355276034,1.0,0.8657681264472397,1.0,0.8657681264472397,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
33,17,2,36.3330078,65.93359,22,Female,No,No,Not Applicable,10.0,32.0,15.0,25.0,30.0,30.0,18.0,40.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,21.0,26.0,24.0,28.999999999999996,4.000000000000002,4.0,3.9999999999999982,4.0,8.0,2.0,7.0,3.0,0.07637173717239323,0.10154675664500624,0.07637173717239323,0.07851717389817459,0.9236282628276068,0.8984532433549938,0.9236282628276068,0.9214828261018254,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
33,17,3,68.7168,67.13281,22,Female,No,No,Not Applicable,6.0,35.0,4.0,18.0,35.0,43.0,18.0,41.0,4,4,5.0,27.0,18.0,24.0,26.0,32.0,15.0,53.0,3.0,22.0,19.0,56.00000000000001,21.0,26.0,24.0,28.999999999999996,1.0,8.0,3.0,12.0,14.0,6.0,9.0,11.0,0.10289392173515953,0.22023755402868772,0.15153330120386369,0.26135848481205887,0.8971060782648405,0.7797624459713123,0.8484666987961363,0.7386415151879411,15.0,10.0,26.0,24.0,12.0,36.0,67.0,108.0,38.0,72.0,26.0,36.0,0,0,1
34,17,1,68.06641,63.3667,36,Female,No,No,Never,10.0,20.0,25.0,25.0,25.0,25.0,30.0,40.0,4,4,10.0,20.0,20.0,22.0,28.000000000000004,30.0,30.0,40.0,10.0,20.0,30.0,40.0,20.0,22.0,28.000000000000004,30.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0000000000000036,5.0,0.0,0.07038105113304893,0.0,0.07038105113304893,1.0,0.9296189488669511,1.0,0.9296189488669511,8.0,6.0,15.0,24.0,12.0,36.0,15.0,36.0,8.0,24.0,6.0,12.0,1,0,0
34,17,2,72.2334,35.0830078,36,Female,No,No,Never,30.0,40.0,30.0,40.0,10.0,20.0,10.0,20.0,4,4,14.000000000000002,36.0,23.0,27.0,23.0,27.0,14.000000000000002,36.0,14.000000000000002,36.0,14.000000000000002,36.0,28.000000000000004,30.0,20.0,22.0,15.999999999999998,4.0,4.000000000000002,16.0,7.0,13.0,13.0,7.0,0.20339327099910604,0.18776338548320043,0.20339327099910604,0.13423187355276034,0.796606729000894,0.8122366145167996,0.796606729000894,0.8657681264472397,15.0,10.0,26.0,24.0,12.0,36.0,41.0,72.0,23.0,48.0,16.0,24.0,0,1,0
